rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,symbols_tested,symbols_passed,median_test_return_percent,mean_test_return_percent,worst_test_return_percent,median_drawdown_percent,worst_drawdown_percent,median_profit_factor,median_trade_count,consistency_percent,score,status
145,MM-0391,SmoothedHeikenAshi,0.8,14,10,Balanced,3.0,8.0,9,2,1.4864,1.8074,-0.3359,1.2628,2.7491,1.4724,15.0,22.22,19.8732,REJECT
146,MM-0446,BXStyle,0.8,14,10,Trend,4.0,10.0,9,1,1.8041,1.5573,-0.4053,1.3457,2.0194,1.6162,15.0,11.11,19.5679,REJECT
147,MM-0331,LinearRegression,0.8,10,10,Balanced,3.0,8.0,9,1,1.602,1.5432,-1.0278,1.2568,2.0315,1.7302,16.0,11.11,19.5129,REJECT
148,MM-0374,LinearRegression,1.2,14,10,Trend,4.0,10.0,9,0,1.5534,1.4765,-2.2223,1.2605,2.3483,2.1117,10.0,0.0,19.037,REJECT
149,MM-0445,BXStyle,0.8,14,10,Balanced,3.0,8.0,9,1,1.8419,1.5225,-0.3619,1.2069,1.9128,1.5052,15.0,11.11,19.035,REJECT
150,MM-0385,SmoothedHeikenAshi,0.8,10,10,Balanced,3.0,8.0,9,2,1.2546,1.4243,-0.335,1.2239,2.7491,1.5168,16.0,22.22,19.0175,REJECT
151,MM-0634,RSI+MACD,1.2,7,20,Trend,4.0,10.0,9,0,0.7528,1.2459,-1.139,0.9078,1.975,2.2588,6.0,0.0,18.9942,REJECT
152,MM-0388,SmoothedHeikenAshi,0.8,10,20,Trend,4.0,10.0,9,2,1.2047,1.6979,-1.7222,1.5644,3.188,1.6735,16.0,22.22,18.7612,REJECT
153,MM-0340,LinearRegression,0.8,14,20,Trend,4.0,10.0,9,1,1.7251,1.8539,-1.0098,1.3157,3.2031,1.6099,16.0,11.11,18.7252,REJECT
154,MM-0655,EMA200+BXStyle,0.8,10,10,Balanced,3.0,8.0,9,2,1.3701,1.0439,-0.0787,1.2959,2.3094,1.4697,15.0,22.22,18.7206,REJECT
155,MM-0368,LinearRegression,1.2,10,10,Trend,4.0,10.0,9,0,1.2067,1.6236,-1.175,1.0576,2.384,2.0342,10.0,0.0,18.6694,REJECT
156,MM-0448,BXStyle,0.8,14,20,Trend,4.0,10.0,9,1,2.3635,1.6011,-1.428,1.3833,2.8618,1.4376,15.0,11.11,18.6383,REJECT
157,MM-0273,RelativeVolume,0.8,7,20,Balanced,3.0,8.0,9,2,1.6602,1.4062,-2.963,1.4523,4.535,1.7185,23.0,22.22,18.6142,REJECT
158,MM-0275,RelativeVolume,0.8,7,30,Balanced,3.0,8.0,9,2,1.6602,1.4062,-2.963,1.4523,4.535,1.7185,23.0,22.22,18.6142,REJECT
159,MM-0450,BXStyle,0.8,14,30,Trend,4.0,10.0,9,1,2.3635,1.5721,-1.428,1.3833,2.8618,1.4376,15.0,11.11,18.5949,REJECT
160,MM-0175,MACD,0.8,14,10,Balanced,3.0,8.0,9,1,0.6614,1.7501,-0.6018,1.0342,1.6323,1.7821,12.0,11.11,18.2695,REJECT
161,MM-0373,LinearRegression,1.2,14,10,Balanced,3.0,8.0,9,0,1.4289,1.2032,-2.3071,1.2229,2.4329,2.1117,10.0,0.0,18.204,REJECT
162,MM-0342,LinearRegression,0.8,14,30,Trend,4.0,10.0,9,1,1.5513,1.8346,-1.0098,1.3157,3.2031,1.6099,16.0,11.11,18.1748,REJECT
163,MM-0390,SmoothedHeikenAshi,0.8,10,30,Trend,4.0,10.0,9,2,1.2047,1.6689,-1.7222,1.5644,3.188,1.6011,16.0,22.22,18.1384,REJECT
164,MM-0392,SmoothedHeikenAshi,0.8,14,10,Trend,4.0,10.0,9,2,1.1614,1.8995,-0.774,1.4116,3.188,1.4534,15.0,22.22,18.1132,REJECT
165,MM-0177,MACD,0.8,14,20,Balanced,3.0,8.0,9,1,0.6914,1.8774,-0.8972,1.0556,2.2228,1.7939,12.0,11.11,18.096,REJECT
166,MM-0387,SmoothedHeikenAshi,0.8,10,20,Balanced,3.0,8.0,9,2,1.0332,1.4896,-0.6555,1.483,2.7491,1.5503,16.0,22.22,18.0902,REJECT
167,MM-0179,MACD,0.8,14,30,Balanced,3.0,8.0,9,1,0.6914,1.8581,-0.8972,1.0556,2.2228,1.7939,12.0,11.11,18.0671,REJECT
168,MM-0661,EMA200+BXStyle,0.8,14,10,Balanced,3.0,8.0,9,1,1.2065,1.3356,0.0564,1.2069,1.9128,1.6178,15.0,11.11,18.0631,REJECT
169,MM-0447,BXStyle,0.8,14,20,Balanced,3.0,8.0,9,1,1.9299,1.4663,-0.658,1.3134,2.7826,1.4486,15.0,11.11,17.9453,REJECT
170,MM-0394,SmoothedHeikenAshi,0.8,14,20,Trend,4.0,10.0,9,2,1.0326,2.1221,-1.7929,1.4116,3.188,1.5343,15.0,22.22,17.9437,REJECT
171,MM-0325,LinearRegression,0.8,7,10,Balanced,3.0,8.0,9,1,1.8283,1.3565,-1.5289,1.6354,2.0315,1.6014,15.0,11.11,17.9375,REJECT
172,MM-0389,SmoothedHeikenAshi,0.8,10,30,Balanced,3.0,8.0,9,2,0.9796,1.4398,-0.6555,1.483,2.7491,1.5503,16.0,22.22,17.8547,REJECT
173,MM-0393,SmoothedHeikenAshi,0.8,14,20,Balanced,3.0,8.0,9,2,0.886,1.8367,-0.6321,1.3018,2.7491,1.4689,15.0,22.22,17.8073,REJECT
174,MM-0640,RSI+MACD,1.2,10,20,Trend,4.0,10.0,9,0,0.7528,1.4156,-1.0902,0.9078,1.9266,2.0706,6.0,0.0,17.804,REJECT
175,MM-0449,BXStyle,0.8,14,30,Balanced,3.0,8.0,9,1,1.9299,1.4165,-0.7884,1.3134,2.7826,1.4486,15.0,11.11,17.7728,REJECT
176,MM-0439,BXStyle,0.8,10,10,Balanced,3.0,8.0,9,2,1.4292,1.2302,-0.4964,1.2959,2.3094,1.3289,16.0,22.22,17.7377,REJECT
177,MM-0333,LinearRegression,0.8,10,20,Balanced,3.0,8.0,9,1,1.3403,1.424,-1.2359,1.3046,2.1636,1.6448,16.0,11.11,17.5719,REJECT
178,MM-0434,BXStyle,0.8,7,10,Trend,4.0,10.0,9,2,1.5412,1.2581,-1.3736,1.5931,2.6047,1.3866,17.0,22.22,17.3258,REJECT
179,MM-0649,EMA200+BXStyle,0.8,7,10,Balanced,3.0,8.0,9,2,1.3382,1.0294,-0.3348,1.3188,2.3094,1.3364,16.0,22.22,17.3104,REJECT
180,MM-0344,LinearRegression,1.0,7,10,Trend,4.0,10.0,9,1,1.2666,1.1834,-1.525,1.0647,2.3788,1.6718,12.0,11.11,17.2413,REJECT
181,MM-0663,EMA200+BXStyle,0.8,14,20,Balanced,3.0,8.0,9,1,1.519,1.1616,-0.5159,1.3018,2.7826,1.5516,15.0,11.11,17.2034,REJECT
182,MM-0650,EMA200+BXStyle,0.8,7,10,Trend,4.0,10.0,9,2,1.3382,1.0436,-0.9883,1.5931,2.6047,1.4322,16.0,22.22,17.0488,REJECT
183,MM-0335,LinearRegression,0.8,10,30,Balanced,3.0,8.0,9,1,1.1672,1.4048,-1.2359,1.3046,2.1636,1.6448,16.0,11.11,17.0238,REJECT
184,MM-0662,EMA200+BXStyle,0.8,14,10,Trend,4.0,10.0,9,1,0.8867,1.3462,-0.0161,1.2069,2.0194,1.6162,15.0,11.11,16.9991,REJECT
185,MM-0386,SmoothedHeikenAshi,0.8,10,10,Trend,4.0,10.0,9,2,1.0702,1.424,-1.4051,1.2678,3.188,1.4646,16.0,22.22,16.9584,REJECT
186,MM-0440,BXStyle,0.8,10,10,Trend,4.0,10.0,9,2,1.3548,1.2102,-1.0388,1.4675,2.274,1.3408,16.0,22.22,16.9332,REJECT
187,MM-0395,SmoothedHeikenAshi,0.8,14,30,Balanced,3.0,8.0,9,2,0.7138,1.7869,-0.6321,1.3018,2.7491,1.4333,15.0,22.22,16.9312,REJECT
188,MM-0396,SmoothedHeikenAshi,0.8,14,30,Trend,4.0,10.0,9,2,0.864,2.093,-1.7929,1.4116,3.188,1.4757,15.0,22.22,16.9255,REJECT
189,MM-0656,EMA200+BXStyle,0.8,10,10,Trend,4.0,10.0,9,2,0.9456,1.0001,-0.6521,1.4675,2.274,1.4961,15.0,22.22,16.9229,REJECT
190,MM-0172,MACD,0.8,10,20,Trend,4.0,10.0,9,1,0.7592,1.7516,-1.0857,1.1987,2.3522,1.6919,13.0,11.11,16.874,REJECT
191,MM-0174,MACD,0.8,10,30,Trend,4.0,10.0,9,1,0.7592,1.7323,-1.0857,1.1987,2.3522,1.6919,13.0,11.11,16.8451,REJECT
192,MM-0332,LinearRegression,0.8,10,10,Trend,4.0,10.0,9,1,1.283,1.5273,-1.0278,1.3336,2.3265,1.5408,16.0,11.11,16.754,REJECT
193,MM-0658,EMA200+BXStyle,0.8,10,20,Trend,4.0,10.0,9,2,1.118,0.9217,-0.9716,1.5644,2.5883,1.4918,15.0,22.22,16.7459,REJECT
194,MM-0367,LinearRegression,1.2,10,10,Balanced,3.0,8.0,9,0,1.5457,1.3068,-1.2607,1.2229,2.4049,1.7599,10.0,0.0,16.6941,REJECT
195,MM-0376,LinearRegression,1.2,14,20,Trend,4.0,10.0,9,0,1.8214,1.5046,-2.2223,1.3717,2.3483,1.7125,10.0,0.0,16.5227,REJECT
196,MM-0372,LinearRegression,1.2,10,30,Trend,4.0,10.0,9,0,1.2067,1.7909,0.1121,1.354,2.384,1.6682,10.0,0.0,16.5132,REJECT
197,MM-0665,EMA200+BXStyle,0.8,14,30,Balanced,3.0,8.0,9,1,1.3456,1.112,-0.7884,1.3018,2.7826,1.5516,15.0,11.11,16.4045,REJECT
198,MM-0378,LinearRegression,1.2,14,30,Trend,4.0,10.0,9,0,1.8214,1.4304,-2.2223,1.3852,2.3483,1.7125,10.0,0.0,16.3912,REJECT
199,MM-0660,EMA200+BXStyle,0.8,10,30,Trend,4.0,10.0,9,2,1.0383,0.893,-1.0967,1.5644,2.5883,1.4918,15.0,22.22,16.37,REJECT
200,MM-0370,LinearRegression,1.2,10,20,Trend,4.0,10.0,9,0,1.2067,1.7814,-0.1656,1.354,2.384,1.6682,10.0,0.0,16.2906,REJECT
201,MM-0214,MACD,1.2,14,20,Trend,4.0,10.0,9,0,0.7304,1.9192,-0.725,0.9508,1.4654,1.738,9.0,0.0,16.2714,REJECT
202,MM-0657,EMA200+BXStyle,0.8,10,20,Balanced,3.0,8.0,9,2,0.8425,0.9183,-0.7431,1.3188,2.6258,1.4697,15.0,22.22,16.2585,REJECT
203,MM-0343,LinearRegression,1.0,7,10,Balanced,3.0,8.0,9,1,1.5042,1.1434,-1.6514,1.4523,2.0573,1.5298,12.0,11.11,16.2427,REJECT
204,MM-0433,BXStyle,0.8,7,10,Balanced,3.0,8.0,9,2,1.1305,1.2645,-0.787,1.4043,2.3094,1.276,17.0,22.22,16.0893,REJECT
205,MM-0217,ADX,0.8,7,10,Balanced,3.0,8.0,9,0,0.5435,0.8909,-1.4868,0.8853,2.7584,2.114,8.0,0.0,16.0565,REJECT
206,MM-0280,RelativeVolume,0.8,10,20,Trend,4.0,10.0,9,3,1.6414,1.273,-5.047,1.5956,6.9635,1.5183,21.0,33.33,15.9863,REJECT
207,MM-0659,EMA200+BXStyle,0.8,10,30,Balanced,3.0,8.0,9,2,0.8425,0.8688,-1.015,1.3188,2.6258,1.4697,15.0,22.22,15.9803,REJECT
208,MM-0282,RelativeVolume,0.8,10,30,Trend,4.0,10.0,9,3,1.6414,1.2531,-5.047,1.5956,6.9635,1.5183,21.0,33.33,15.9565,REJECT
209,MM-0442,BXStyle,0.8,10,20,Trend,4.0,10.0,9,2,1.118,1.3172,-1.357,1.5644,2.5883,1.3408,16.0,22.22,15.8422,REJECT
210,MM-0444,BXStyle,0.8,10,30,Trend,4.0,10.0,9,2,1.118,1.2883,-1.357,1.5644,2.5883,1.3408,16.0,22.22,15.7988,REJECT
211,MM-0715,BXStyle+LinearRegression,0.8,14,10,Balanced,3.0,8.0,9,0,1.216,1.3303,-0.8012,0.8747,1.5858,1.6068,10.0,0.0,15.792,REJECT
212,MM-0218,ADX,0.8,7,10,Trend,4.0,10.0,9,0,0.5435,0.9484,-1.5559,0.8853,3.4887,2.114,8.0,0.0,15.7259,REJECT
213,MM-0718,BXStyle+LinearRegression,0.8,14,20,Trend,4.0,10.0,9,0,1.4957,1.2984,-1.2301,0.9089,2.6315,1.6096,10.0,0.0,15.7098,REJECT
214,MM-0202,MACD,1.2,7,20,Trend,4.0,10.0,9,0,0.8963,1.4842,-0.8898,1.2054,1.9613,1.7809,9.0,0.0,15.7063,REJECT
215,MM-0151,RSI,1.2,10,10,Balanced,3.0,8.0,9,3,0.5551,1.0903,-0.8377,1.4523,2.9268,1.2447,20.0,33.33,15.6549,REJECT
216,MM-0716,BXStyle+LinearRegression,0.8,14,10,Trend,4.0,10.0,9,0,1.2919,1.3786,-0.8012,0.9089,1.6652,1.5532,10.0,0.0,15.5724,REJECT
217,MM-0334,LinearRegression,0.8,10,20,Trend,4.0,10.0,9,1,1.0221,1.4772,-1.2359,1.4105,2.4831,1.5408,16.0,11.11,15.5464,REJECT
218,MM-0229,ADX,0.8,14,10,Balanced,3.0,8.0,9,0,0.7157,1.0825,-0.6551,0.8853,2.4793,1.8506,8.0,0.0,15.5167,REJECT
219,MM-0664,EMA200+BXStyle,0.8,14,20,Trend,4.0,10.0,9,1,1.0478,1.2032,-1.0429,1.3833,2.8618,1.5684,15.0,11.11,15.4295,REJECT
220,MM-0379,SmoothedHeikenAshi,0.8,7,10,Balanced,3.0,8.0,9,2,0.7419,1.3528,-0.787,1.2239,2.7491,1.311,17.0,22.22,15.3867,REJECT
221,MM-0441,BXStyle,0.8,10,20,Balanced,3.0,8.0,9,2,0.8425,1.2217,-0.7922,1.4467,2.6258,1.3289,16.0,22.22,15.3585,REJECT
222,MM-0369,LinearRegression,1.2,10,20,Balanced,3.0,8.0,9,0,1.5457,1.3668,-0.5469,1.2573,2.4049,1.5196,10.0,0.0,15.3455,REJECT
223,MM-0361,LinearRegression,1.2,7,10,Balanced,3.0,8.0,9,0,1.4046,1.0775,-1.2607,1.2229,2.6695,1.6964,10.0,0.0,15.2866,REJECT
224,MM-0747,BXStyle+LinearRegression,1.2,10,20,Balanced,3.0,8.0,9,0,1.2229,1.1535,-0.4738,1.2573,1.9602,1.6374,9.0,0.0,15.2767,REJECT
225,MM-0362,LinearRegression,1.2,7,10,Trend,4.0,10.0,9,0,1.2779,1.4002,-1.175,1.0576,2.7163,1.6422,10.0,0.0,15.2458,REJECT
226,MM-0038,Original,1.2,7,10,Trend,4.0,10.0,9,4,0.1015,2.1616,-0.7367,2.0567,3.7842,1.0352,29.0,44.44,15.1878,REJECT
227,MM-0720,BXStyle+LinearRegression,0.8,14,30,Trend,4.0,10.0,9,0,1.3223,1.2791,-1.2301,0.9089,2.6315,1.6096,10.0,0.0,15.1607,REJECT
228,MM-0651,EMA200+BXStyle,0.8,7,20,Balanced,3.0,8.0,9,2,1.0501,0.7119,-1.2457,1.3188,2.6258,1.3364,16.0,22.22,15.1284,REJECT
229,MM-0443,BXStyle,0.8,10,30,Balanced,3.0,8.0,9,2,0.8425,1.1719,-1.015,1.4467,2.6258,1.3289,16.0,22.22,15.1168,REJECT
230,MM-0435,BXStyle,0.8,7,20,Balanced,3.0,8.0,9,2,1.1023,0.8885,-1.2457,1.505,2.6258,1.3167,17.0,22.22,15.1131,REJECT
231,MM-0734,BXStyle+LinearRegression,1.0,14,10,Trend,4.0,10.0,9,0,1.1961,0.9843,-1.2977,1.4479,2.2585,1.7843,9.0,0.0,15.0648,REJECT
232,MM-0375,LinearRegression,1.2,14,20,Balanced,3.0,8.0,9,0,1.5549,1.0988,-2.3071,1.5558,2.4329,1.7503,10.0,0.0,15.0348,REJECT
233,MM-0216,MACD,1.2,14,30,Trend,4.0,10.0,9,0,0.605,1.7672,-0.725,1.142,1.4654,1.6937,9.0,0.0,15.0259,REJECT
234,MM-0336,LinearRegression,0.8,10,30,Trend,4.0,10.0,9,1,0.8496,1.458,-1.2359,1.4105,2.4831,1.5408,16.0,11.11,15.0002,REJECT
235,MM-0364,LinearRegression,1.2,7,20,Trend,4.0,10.0,9,0,1.2779,1.5066,-0.9689,1.3533,2.7163,1.6236,10.0,0.0,14.9676,REJECT
236,MM-0652,EMA200+BXStyle,0.8,7,20,Trend,4.0,10.0,9,2,0.9205,0.7602,-1.3272,1.5931,2.9179,1.4322,16.0,22.22,14.9599,REJECT
237,MM-0750,BXStyle+LinearRegression,1.2,10,30,Trend,4.0,10.0,9,0,0.7151,1.6739,-0.193,1.2815,1.5274,1.6395,9.0,0.0,14.9415,REJECT
238,MM-0748,BXStyle+LinearRegression,1.2,10,20,Trend,4.0,10.0,9,0,0.7151,1.6641,-0.193,1.2815,1.5274,1.6395,9.0,0.0,14.9268,REJECT
239,MM-0436,BXStyle,0.8,7,20,Trend,4.0,10.0,9,2,0.9303,0.9165,-1.6908,1.5931,2.9179,1.4289,17.0,22.22,14.9246,REJECT
240,MM-0653,EMA200+BXStyle,0.8,7,30,Balanced,3.0,8.0,9,2,1.0501,0.6818,-1.5162,1.3188,2.6258,1.3364,16.0,22.22,14.8804,REJECT
241,MM-0438,BXStyle,0.8,7,30,Trend,4.0,10.0,9,2,0.9303,0.8865,-1.6908,1.5931,2.9179,1.4289,17.0,22.22,14.8796,REJECT
242,MM-0437,BXStyle,0.8,7,30,Balanced,3.0,8.0,9,2,1.1023,0.8585,-1.5162,1.505,2.6258,1.3167,17.0,22.22,14.8651,REJECT
243,MM-0176,MACD,0.8,14,10,Trend,4.0,10.0,9,1,0.5098,1.863,-1.1743,1.0342,2.3725,1.4916,12.0,11.11,14.8606,REJECT
244,MM-0037,Original,1.2,7,10,Balanced,3.0,8.0,9,4,0.1525,1.6074,-0.5153,1.8854,4.2909,1.0482,29.0,44.44,14.783,REJECT
245,MM-0639,RSI+MACD,1.2,10,20,Balanced,3.0,8.0,9,0,0.6415,0.8877,-0.1078,1.0032,1.9605,1.7611,6.0,0.0,14.779,REJECT
246,MM-0641,RSI+MACD,1.2,10,30,Balanced,3.0,8.0,9,0,0.6415,0.898,-0.1737,1.0032,1.9605,1.7611,6.0,0.0,14.745,REJECT
247,MM-0366,LinearRegression,1.2,7,30,Trend,4.0,10.0,9,0,1.2779,1.5162,-0.9689,1.354,2.7163,1.5917,10.0,0.0,14.7258,REJECT
248,MM-0371,LinearRegression,1.2,10,30,Balanced,3.0,8.0,9,0,1.2322,1.376,-0.1414,1.2573,2.4049,1.5196,10.0,0.0,14.7229,REJECT
249,MM-0654,EMA200+BXStyle,0.8,7,30,Trend,4.0,10.0,9,2,0.9205,0.7302,-1.5975,1.5931,2.9179,1.4322,16.0,22.22,14.7121,REJECT
250,MM-0717,BXStyle+LinearRegression,0.8,14,20,Balanced,3.0,8.0,9,0,1.3889,1.197,-1.0098,0.8747,2.3375,1.4852,10.0,0.0,14.6057,REJECT
251,MM-0377,LinearRegression,1.2,14,30,Balanced,3.0,8.0,9,0,1.4204,1.063,-2.3071,1.5558,2.4329,1.7503,10.0,0.0,14.5776,REJECT
252,MM-0719,BXStyle+LinearRegression,0.8,14,30,Balanced,3.0,8.0,9,0,1.3889,1.1777,-1.0098,0.8747,2.3375,1.4852,10.0,0.0,14.5767,REJECT
253,MM-0169,MACD,0.8,10,10,Balanced,3.0,8.0,9,1,0.6827,1.3477,-0.7909,1.0622,2.0573,1.437,13.0,11.11,14.5727,REJECT
254,MM-0327,LinearRegression,0.8,7,20,Balanced,3.0,8.0,9,1,1.0411,1.0483,-1.736,1.6354,2.1636,1.5603,15.0,11.11,14.5635,REJECT
255,MM-0329,LinearRegression,0.8,7,30,Balanced,3.0,8.0,9,1,1.0411,1.0483,-1.736,1.6354,2.1636,1.5603,15.0,11.11,14.5635,REJECT
256,MM-0749,BXStyle+LinearRegression,1.2,10,30,Balanced,3.0,8.0,9,0,1.2229,1.163,-0.193,1.2573,1.9602,1.5196,9.0,0.0,14.5591,REJECT
257,MM-0345,LinearRegression,1.0,7,20,Balanced,3.0,8.0,9,1,1.5125,0.9843,-1.8582,1.4523,2.1054,1.3632,12.0,11.11,14.5169,REJECT
258,MM-0746,BXStyle+LinearRegression,1.2,10,10,Trend,4.0,10.0,9,0,0.7151,1.4913,-1.1024,1.0576,1.5274,1.6565,9.0,0.0,14.4573,REJECT
259,MM-0171,MACD,0.8,10,20,Balanced,3.0,8.0,9,1,0.6207,1.5362,-1.0857,1.1987,2.0651,1.4484,13.0,11.11,14.3309,REJECT
260,MM-0173,MACD,0.8,10,30,Balanced,3.0,8.0,9,1,0.6207,1.5169,-1.0857,1.1987,2.0651,1.4484,13.0,11.11,14.302,REJECT
261,MM-0740,BXStyle+LinearRegression,1.2,7,10,Trend,4.0,10.0,9,0,0.7859,1.2354,-1.1024,1.0576,1.7383,1.6709,9.0,0.0,14.2957,REJECT
262,MM-0476,BXStyle,1.2,10,10,Trend,4.0,10.0,9,0,1.1667,1.3524,-0.777,1.2428,2.6272,1.5658,15.0,0.0,14.2946,REJECT
263,MM-0642,RSI+MACD,1.2,10,30,Trend,4.0,10.0,9,0,0.2364,1.3478,-1.0902,0.9078,1.9266,1.8369,6.0,0.0,14.2834,REJECT
264,MM-0722,BXStyle+LinearRegression,1.0,7,10,Trend,4.0,10.0,9,0,1.0436,0.9269,-1.4526,1.0647,2.3448,1.6936,11.0,0.0,14.211,REJECT
265,MM-0745,BXStyle+LinearRegression,1.2,10,10,Balanced,3.0,8.0,9,0,0.9973,1.0798,-1.1881,1.2229,1.9602,1.6565,9.0,0.0,14.1581,REJECT
266,MM-0742,BXStyle+LinearRegression,1.2,7,20,Trend,4.0,10.0,9,0,0.7859,1.3565,-0.9689,1.3432,1.7383,1.6709,9.0,0.0,14.1491,REJECT
267,MM-0744,BXStyle+LinearRegression,1.2,7,30,Trend,4.0,10.0,9,0,0.7859,1.3664,-0.9689,1.3533,1.7383,1.6709,9.0,0.0,14.1488,REJECT
268,MM-0666,EMA200+BXStyle,0.8,14,30,Trend,4.0,10.0,9,1,0.8752,1.1745,-1.0429,1.3833,2.8618,1.4775,15.0,11.11,14.1416,REJECT
269,MM-0346,LinearRegression,1.0,7,20,Trend,4.0,10.0,9,1,1.2666,1.0348,-1.7321,1.206,2.3788,1.3445,12.0,11.11,14.0327,REJECT
270,MM-0530,EMA200+RSI,1.2,10,10,Trend,4.0,10.0,9,3,0.2975,1.1044,-1.189,1.2164,2.9096,1.1222,18.0,33.33,14.0223,REJECT
271,MM-0601,RSI+MACD,0.8,10,10,Balanced,3.0,8.0,9,1,0.7245,0.7711,-0.4665,1.0393,2.0573,1.4217,12.0,11.11,13.9885,REJECT
272,MM-0348,LinearRegression,1.0,7,30,Trend,4.0,10.0,9,1,1.2666,0.9991,-1.7321,1.206,2.3788,1.3445,12.0,11.11,13.9792,REJECT
273,MM-0363,LinearRegression,1.2,7,20,Balanced,3.0,8.0,9,0,1.3762,1.0684,-1.0676,1.4399,2.6695,1.5645,10.0,0.0,13.9519,REJECT
274,MM-0636,RSI+MACD,1.2,7,30,Trend,4.0,10.0,9,0,0.2007,1.1783,-1.139,0.9078,1.975,1.8369,6.0,0.0,13.8613,REJECT
275,MM-0326,LinearRegression,0.8,7,10,Trend,4.0,10.0,9,1,1.5087,1.3179,-1.5289,1.8332,2.3265,1.272,15.0,11.11,13.8414,REJECT
276,MM-0347,LinearRegression,1.0,7,30,Balanced,3.0,8.0,9,1,1.2951,0.9484,-1.8582,1.4523,2.1054,1.3632,12.0,11.11,13.8109,REJECT
277,MM-0751,BXStyle+LinearRegression,1.2,14,10,Balanced,3.0,8.0,9,0,1.262,0.923,-2.2074,1.2229,2.3334,1.6565,8.0,0.0,13.7659,REJECT
278,MM-0646,RSI+MACD,1.2,14,20,Trend,4.0,10.0,9,0,0.2135,1.1858,-1.0902,1.0893,1.9266,1.8369,6.0,0.0,13.6995,REJECT
279,MM-0607,RSI+MACD,0.8,14,10,Balanced,3.0,8.0,9,0,0.7059,1.1515,-0.3783,1.0342,1.7071,1.5633,11.0,0.0,13.6628,REJECT
280,MM-0753,BXStyle+LinearRegression,1.2,14,20,Balanced,3.0,8.0,9,0,1.262,0.8322,-2.2074,1.4026,2.3334,1.6941,8.0,0.0,13.661,REJECT
281,MM-0274,RelativeVolume,0.8,7,20,Trend,4.0,10.0,9,2,1.7346,1.0056,-5.3726,1.5956,7.1807,1.5621,23.0,22.22,13.6403,REJECT
282,MM-0276,RelativeVolume,0.8,7,30,Trend,4.0,10.0,9,2,1.7346,1.0056,-5.3726,1.5956,7.1807,1.5621,23.0,22.22,13.6403,REJECT
283,MM-0667,EMA200+BXStyle,1.0,7,10,Balanced,3.0,8.0,9,0,1.0583,1.0262,-0.2399,1.2959,1.9128,1.5002,14.0,0.0,13.6356,REJECT
284,MM-0728,BXStyle+LinearRegression,1.0,10,10,Trend,4.0,10.0,9,0,1.2846,0.8028,-1.4526,1.2346,2.3964,1.5796,10.0,0.0,13.5552,REJECT
285,MM-0365,LinearRegression,1.2,7,30,Balanced,3.0,8.0,9,0,1.236,1.0777,-1.0676,1.4399,2.6695,1.5645,10.0,0.0,13.5452,REJECT
286,MM-0668,EMA200+BXStyle,1.0,7,10,Trend,4.0,10.0,9,0,1.28,1.1325,-0.2399,1.2511,1.8449,1.3681,14.0,0.0,13.5045,REJECT
287,MM-0475,BXStyle,1.2,10,10,Balanced,3.0,8.0,9,0,1.3944,1.0825,-0.5729,1.4489,2.1858,1.4164,15.0,0.0,13.4422,REJECT
288,MM-0170,MACD,0.8,10,10,Trend,4.0,10.0,9,1,0.4849,1.3693,-1.3434,1.0622,2.5395,1.4466,13.0,11.11,13.433,REJECT
289,MM-0741,BXStyle+LinearRegression,1.2,7,20,Balanced,3.0,8.0,9,0,1.236,0.8225,-1.0676,1.3675,1.9602,1.5294,9.0,0.0,13.3448,REJECT
290,MM-0743,BXStyle+LinearRegression,1.2,7,30,Balanced,3.0,8.0,9,0,1.236,0.832,-1.0676,1.3812,1.9602,1.5294,9.0,0.0,13.3386,REJECT
291,MM-0602,RSI+MACD,0.8,10,10,Trend,4.0,10.0,9,1,0.3293,0.7797,-0.5284,1.0393,2.3522,1.5005,12.0,11.11,13.2523,REJECT
292,MM-0724,BXStyle+LinearRegression,1.0,7,20,Trend,4.0,10.0,9,0,1.2627,0.6993,-1.6599,1.206,2.3448,1.5731,11.0,0.0,13.1955,REJECT
293,MM-0739,BXStyle+LinearRegression,1.2,7,10,Balanced,3.0,8.0,9,0,0.9688,0.8179,-1.1881,1.2229,1.9602,1.5917,9.0,0.0,13.1613,REJECT
294,MM-0721,BXStyle+LinearRegression,1.0,7,10,Balanced,3.0,8.0,9,0,1.1964,0.7876,-1.579,1.2355,2.0573,1.5298,11.0,0.0,12.9429,REJECT
295,MM-0146,RSI,1.2,7,10,Trend,4.0,10.0,9,3,0.3343,1.2802,-1.6203,1.4864,3.2636,1.0533,20.0,33.33,12.9397,REJECT
296,MM-0198,MACD,1.0,14,30,Trend,4.0,10.0,9,0,1.4116,0.8919,-1.1336,1.3471,3.1701,1.4766,9.0,0.0,12.9295,REJECT
297,MM-0633,RSI+MACD,1.2,7,20,Balanced,3.0,8.0,9,0,0.6415,0.7208,-0.5528,0.9941,1.9605,1.5955,6.0,0.0,12.8836,REJECT
298,MM-0635,RSI+MACD,1.2,7,30,Balanced,3.0,8.0,9,0,0.6415,0.7312,-0.6264,0.9941,1.9605,1.5955,6.0,0.0,12.8442,REJECT
299,MM-0553,EMA200+MACD,0.8,14,10,Balanced,3.0,8.0,9,1,0.3293,0.8623,-0.55,1.0342,1.6859,1.3809,6.0,11.11,12.744,REJECT
