rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,train_return_percent,test_return_percent,test_drawdown_percent,test_profit_factor,test_win_rate,test_trade_count,robustness_ratio,score,status
179,ARENA-0418,RelativeVolume,0.8,10,20,Balanced,3.0,8.0,1.3087,4.6772,1.1469,2.1742,42.8571,35,3.5739,44.0268,FINALIST
180,ARENA-0421,RelativeVolume,0.8,10,30,Balanced,3.0,8.0,1.3087,4.6772,1.1469,2.1742,42.8571,35,3.5739,44.0268,FINALIST
181,ARENA-0061,Original,1.2,7,30,Balanced,3.0,8.0,0.4933,6.079,2.2288,2.0752,41.6667,48,12.3228,44.0261,FINALIST
182,ARENA-0066,Original,1.2,10,10,Trend,4.0,10.0,2.1342,5.7737,1.8724,1.9871,46.9388,49,2.7053,43.8613,FINALIST
183,ARENA-0408,RelativeVolume,0.8,7,10,Trend,4.0,10.0,2.1595,4.5163,1.2482,2.208,42.8571,35,2.0913,43.7976,FINALIST
184,ARENA-0056,Original,1.2,7,10,Conservative,2.0,6.0,2.7375,5.4597,1.9728,2.114,43.75,48,1.9944,43.7543,FINALIST
185,ARENA-0068,Original,1.2,10,20,Conservative,2.0,6.0,4.3169,5.6929,1.6745,2.1607,44.898,49,1.3187,43.4186,FINALIST
186,ARENA-0146,EMA200,1.2,10,10,Conservative,2.0,6.0,0.3766,4.7834,1.3053,2.0686,45.6522,46,12.7008,43.3968,FINALIST
187,ARENA-0445,RelativeVolume,1.0,10,20,Balanced,3.0,8.0,0.1661,4.5131,0.9875,2.0758,43.75,32,27.165,43.2796,FINALIST
188,ARENA-0017,Original,0.8,10,30,Conservative,2.0,6.0,5.3685,6.5412,1.3114,1.9479,46.5753,73,1.2184,43.2127,FINALIST
189,ARENA-0065,Original,1.2,10,10,Conservative,2.0,6.0,3.7617,5.3268,1.6745,2.0876,44.898,49,1.4161,43.0745,FINALIST
190,ARENA-0191,RSI,1.0,7,10,Conservative,2.0,6.0,1.8472,4.2553,1.1341,2.1573,42.8571,42,2.3037,43.0698,FINALIST
191,ARENA-0758,EMA200+RSI,1.0,7,10,Conservative,2.0,6.0,0.2267,4.2553,1.1341,2.1573,42.8571,42,18.7719,43.0698,FINALIST
192,ARENA-0020,Original,0.8,14,10,Conservative,2.0,6.0,5.526,6.5416,1.3114,1.955,48.0,75,1.1838,43.0657,FINALIST
193,ARENA-0434,RelativeVolume,1.0,7,10,Conservative,2.0,6.0,1.04,3.8661,0.9832,2.1871,45.4545,33,3.7173,43.0535,FINALIST
194,ARENA-0014,Original,0.8,10,20,Conservative,2.0,6.0,5.5009,6.5412,1.3114,1.9479,46.5753,73,1.1891,42.9195,FINALIST
195,ARENA-0410,RelativeVolume,0.8,7,20,Conservative,2.0,6.0,3.1359,4.3539,1.1329,2.252,42.8571,35,1.3884,42.9109,FINALIST
196,ARENA-0413,RelativeVolume,0.8,7,30,Conservative,2.0,6.0,3.1359,4.3539,1.1329,2.252,42.8571,35,1.3884,42.9109,FINALIST
197,ARENA-0194,RSI,1.0,7,20,Conservative,2.0,6.0,2.2789,4.2071,1.1341,2.1484,42.8571,42,1.8461,42.902,FINALIST
198,ARENA-0197,RSI,1.0,7,30,Conservative,2.0,6.0,1.9929,4.2071,1.1341,2.1484,42.8571,42,2.111,42.902,FINALIST
199,ARENA-0761,EMA200+RSI,1.0,7,20,Conservative,2.0,6.0,0.6755,4.2071,1.1341,2.1484,42.8571,42,6.2282,42.902,FINALIST
200,ARENA-0764,EMA200+RSI,1.0,7,30,Conservative,2.0,6.0,0.394,4.2071,1.1341,2.1484,42.8571,42,10.6792,42.902,FINALIST
201,ARENA-0437,RelativeVolume,1.0,7,20,Conservative,2.0,6.0,1.0499,3.7712,0.9079,2.1585,45.4545,33,3.5919,42.7673,FINALIST
202,ARENA-0440,RelativeVolume,1.0,7,30,Conservative,2.0,6.0,0.8939,3.7712,0.9079,2.1585,45.4545,33,4.2187,42.7673,FINALIST
203,ARENA-0749,EMA200+RSI,0.8,14,10,Conservative,2.0,6.0,1.6112,4.589,1.1379,1.9771,47.1698,53,2.8483,42.7207,FINALIST
204,ARENA-0101,EMA200,0.8,14,10,Conservative,2.0,6.0,2.7833,5.4753,1.3114,1.8076,45.8333,72,1.9672,42.6996,FINALIST
205,ARENA-0003,Original,0.8,7,10,Trend,4.0,10.0,5.742,6.9359,2.0452,1.9405,47.2222,72,1.2079,42.6183,FINALIST
206,ARENA-0074,Original,1.2,14,10,Conservative,2.0,6.0,4.5865,5.5328,1.5779,2.1691,47.9167,48,1.2063,42.5123,FINALIST
207,ARENA-0095,EMA200,0.8,10,20,Conservative,2.0,6.0,2.1139,5.4749,1.3114,1.8016,44.2857,70,2.5899,42.4959,FINALIST
208,ARENA-0098,EMA200,0.8,10,30,Conservative,2.0,6.0,1.9858,5.4749,1.3114,1.8016,44.2857,70,2.757,42.4959,FINALIST
209,ARENA-0202,RSI,1.0,10,20,Balanced,3.0,8.0,0.5114,4.7578,1.3537,2.0236,41.4634,41,9.3039,42.4814,FINALIST
210,ARENA-0750,EMA200+RSI,0.8,14,10,Trend,4.0,10.0,2.3417,4.9104,1.6122,1.9695,47.1698,53,2.097,42.4723,FINALIST
211,ARENA-0182,RSI,0.8,14,10,Conservative,2.0,6.0,3.1193,4.589,1.1379,1.9771,47.1698,53,1.4712,42.4323,FINALIST
212,ARENA-0176,RSI,0.8,10,20,Conservative,2.0,6.0,2.6797,4.5895,1.1379,1.9668,45.098,51,1.7127,42.432,FINALIST
213,ARENA-0179,RSI,0.8,10,30,Conservative,2.0,6.0,2.5509,4.5895,1.1379,1.9668,45.098,51,1.7992,42.432,FINALIST
214,ARENA-0743,EMA200+RSI,0.8,10,20,Conservative,2.0,6.0,1.1273,4.5895,1.1379,1.9668,45.098,51,4.0712,42.432,FINALIST
215,ARENA-0746,EMA200+RSI,0.8,10,30,Conservative,2.0,6.0,1.0004,4.5895,1.1379,1.9668,45.098,51,4.5875,42.432,FINALIST
216,ARENA-0224,RSI,1.2,7,30,Conservative,2.0,6.0,1.457,3.9314,1.005,2.1484,41.1765,34,2.6982,42.409,FINALIST
217,ARENA-0791,EMA200+RSI,1.2,7,30,Conservative,2.0,6.0,0.6829,3.9314,1.005,2.1484,41.1765,34,5.7571,42.409,FINALIST
218,ARENA-0084,EMA200,0.8,7,10,Trend,4.0,10.0,2.8896,5.8866,2.0452,1.806,44.9275,69,2.0372,42.1349,FINALIST
219,ARENA-0443,RelativeVolume,1.0,10,10,Conservative,2.0,6.0,1.8768,3.7338,0.8481,2.0886,43.75,32,1.9895,42.0673,FINALIST
220,ARENA-0163,RSI,0.8,7,10,Balanced,3.0,8.0,4.5195,5.375,1.3821,2.1338,46.0,50,1.1893,41.8947,FINALIST
221,ARENA-0183,RSI,0.8,14,10,Trend,4.0,10.0,3.4256,4.9104,1.6122,1.9695,47.1698,53,1.4335,41.8069,FINALIST
222,ARENA-0446,RelativeVolume,1.0,10,20,Conservative,2.0,6.0,1.8647,3.6391,0.7727,2.0616,43.75,32,1.9516,41.7936,FINALIST
223,ARENA-0449,RelativeVolume,1.0,10,30,Conservative,2.0,6.0,1.7075,3.6391,0.7727,2.0616,43.75,32,2.1313,41.7936,FINALIST
224,ARENA-0200,RSI,1.0,10,10,Conservative,2.0,6.0,1.7925,4.0628,1.1341,2.0555,41.4634,41,2.2666,41.7309,FINALIST
225,ARENA-0767,EMA200+RSI,1.0,10,10,Conservative,2.0,6.0,0.1134,4.0628,1.1341,2.0555,41.4634,41,35.8421,41.7309,FINALIST
226,ARENA-0218,RSI,1.2,7,10,Conservative,2.0,6.0,1.584,3.7658,1.005,2.1002,41.1765,34,2.3774,41.6919,FINALIST
227,ARENA-0785,EMA200+RSI,1.2,7,10,Conservative,2.0,6.0,0.2645,3.7658,1.005,2.1002,41.1765,34,14.2351,41.6919,FINALIST
228,ARENA-0203,RSI,1.0,10,20,Conservative,2.0,6.0,2.473,4.0147,1.1341,2.0466,41.4634,41,1.6234,41.5641,FINALIST
229,ARENA-0206,RSI,1.0,10,30,Conservative,2.0,6.0,2.1865,4.0147,1.1341,2.0466,41.4634,41,1.8361,41.5641,FINALIST
230,ARENA-0770,EMA200+RSI,1.0,10,20,Conservative,2.0,6.0,0.8067,4.0147,1.1341,2.0466,41.4634,41,4.9769,41.5641,FINALIST
231,ARENA-0773,EMA200+RSI,1.0,10,30,Conservative,2.0,6.0,0.5248,4.0147,1.1341,2.0466,41.4634,41,7.6506,41.5641,FINALIST
232,ARENA-0222,RSI,1.2,7,20,Trend,4.0,10.0,1.7475,4.4712,1.7134,2.0625,41.1765,34,2.5586,41.5619,FINALIST
233,ARENA-0789,EMA200+RSI,1.2,7,20,Trend,4.0,10.0,0.0052,4.4712,1.7134,2.0625,41.1765,34,863.0561,41.5619,FINALIST
234,ARENA-0058,Original,1.2,7,20,Balanced,3.0,8.0,1.3403,5.33,2.2288,1.9484,41.6667,48,3.9769,41.5135,FINALIST
235,ARENA-0082,EMA200,0.8,7,10,Balanced,3.0,8.0,3.9914,5.6406,1.7034,1.7806,44.9275,69,1.4132,41.1697,FINALIST
236,ARENA-0897,EMA200+RelativeVolume,0.8,7,20,Trend,4.0,10.0,0.3995,4.0102,1.4241,2.0781,39.3939,33,10.0381,41.0925,FINALIST
237,ARENA-0900,EMA200+RelativeVolume,0.8,7,30,Trend,4.0,10.0,0.3995,4.0102,1.4241,2.0781,39.3939,33,10.0381,41.0925,FINALIST
238,ARENA-0209,RSI,1.0,14,10,Conservative,2.0,6.0,1.9289,4.0553,1.2063,1.9989,40.4762,42,2.1023,41.0381,FINALIST
239,ARENA-0776,EMA200+RSI,1.0,14,10,Conservative,2.0,6.0,0.3513,4.0553,1.2063,1.9989,40.4762,42,11.5424,41.0381,FINALIST
240,ARENA-0092,EMA200,0.8,10,10,Conservative,2.0,6.0,3.3766,5.0186,1.3114,1.7358,44.2857,70,1.4863,40.9197,FINALIST
241,ARENA-0741,EMA200+RSI,0.8,10,10,Trend,4.0,10.0,2.8517,4.5514,1.6122,1.8901,45.098,51,1.596,40.9121,FINALIST
242,ARENA-0740,EMA200+RSI,0.8,10,10,Conservative,2.0,6.0,2.1456,4.1361,1.1379,1.8725,45.098,51,1.9278,40.7705,FINALIST
243,ARENA-0748,EMA200+RSI,0.8,14,10,Balanced,3.0,8.0,2.338,4.389,1.3821,1.835,47.1698,53,1.8772,40.7564,FINALIST
244,ARENA-0607,SmoothedHeikenAshi,1.0,10,20,Balanced,3.0,8.0,0.3479,3.7153,1.0192,1.9855,41.9355,31,10.6797,40.7247,FINALIST
245,ARENA-0612,SmoothedHeikenAshi,1.0,10,30,Trend,4.0,10.0,0.3998,3.9113,1.0724,1.938,41.9355,31,9.7841,40.6435,FINALIST
246,ARENA-0417,RelativeVolume,0.8,10,10,Trend,4.0,10.0,1.7208,3.6985,1.1487,1.9876,42.8571,35,2.1493,40.5728,FINALIST
247,ARENA-0419,RelativeVolume,0.8,10,20,Conservative,2.0,6.0,2.2112,3.5332,1.0987,2.0147,42.8571,35,1.5978,40.5471,FINALIST
248,ARENA-0422,RelativeVolume,0.8,10,30,Conservative,2.0,6.0,2.2112,3.5332,1.0987,2.0147,42.8571,35,1.5978,40.5471,FINALIST
249,ARENA-0788,EMA200+RSI,1.2,7,20,Conservative,2.0,6.0,0.6034,3.488,1.005,2.0234,41.1765,34,5.7805,40.5221,FINALIST
250,ARENA-0057,Original,1.2,7,10,Trend,4.0,10.0,0.8155,4.9184,2.2024,1.8826,43.75,48,6.0314,40.4181,FINALIST
251,ARENA-0585,SmoothedHeikenAshi,0.8,10,30,Trend,4.0,10.0,2.1018,4.0394,1.3474,1.9187,41.6667,36,1.9219,40.2368,FINALIST
252,ARENA-0001,Original,0.8,7,10,Balanced,3.0,8.0,6.8491,6.6875,1.7034,1.9164,47.2222,72,0.9764,40.2112,FINALIST
253,ARENA-0212,RSI,1.0,14,20,Conservative,2.0,6.0,2.5117,3.7929,1.2063,1.9399,40.4762,42,1.5101,40.0419,FINALIST
254,ARENA-0779,EMA200+RSI,1.0,14,20,Conservative,2.0,6.0,0.9491,3.7929,1.2063,1.9399,40.4762,42,3.9963,40.0419,FINALIST
255,ARENA-0782,EMA200+RSI,1.0,14,30,Conservative,2.0,6.0,1.0288,3.7929,1.2063,1.9399,40.4762,42,3.6866,40.0419,FINALIST
256,ARENA-0055,Original,1.2,7,10,Balanced,3.0,8.0,0.9774,4.6109,1.8575,1.8289,43.75,48,4.7177,39.9775,FINALIST
257,ARENA-0609,SmoothedHeikenAshi,1.0,10,20,Trend,4.0,10.0,0.7916,3.7259,1.0724,1.8943,41.9355,31,4.7069,39.923,FINALIST
258,ARENA-0407,RelativeVolume,0.8,7,10,Conservative,2.0,6.0,3.6443,4.2027,1.1329,2.21,42.8571,35,1.1532,39.9205,FINALIST
259,ARENA-0406,RelativeVolume,0.8,7,10,Balanced,3.0,8.0,2.9277,3.9969,1.2464,2.015,42.8571,35,1.3652,39.8703,FINALIST
260,ARENA-0598,SmoothedHeikenAshi,1.0,7,20,Balanced,3.0,8.0,0.604,3.4999,1.0192,1.9311,41.9355,31,5.7947,39.8584,FINALIST
261,ARENA-0601,SmoothedHeikenAshi,1.0,7,30,Balanced,3.0,8.0,0.2129,3.4999,1.0192,1.9311,41.9355,31,16.44,39.8584,FINALIST
262,ARENA-0603,SmoothedHeikenAshi,1.0,7,30,Trend,4.0,10.0,0.656,3.6955,1.0724,1.8888,41.9355,31,5.6334,39.8178,FINALIST
263,ARENA-0201,RSI,1.0,10,10,Trend,4.0,10.0,0.1395,4.1089,1.6097,1.9051,41.4634,41,29.4602,39.7879,FINALIST
264,ARENA-0225,RSI,1.2,7,30,Trend,4.0,10.0,0.4279,4.0086,1.7134,1.9544,41.1765,34,9.3678,39.7712,FINALIST
265,ARENA-0792,EMA200+RSI,1.2,7,30,Trend,4.0,10.0,0.4694,4.0086,1.7134,1.9544,41.1765,34,8.5391,39.7712,FINALIST
266,ARENA-0594,SmoothedHeikenAshi,0.8,14,30,Trend,4.0,10.0,1.3963,3.7445,1.3474,1.8729,45.9459,37,2.6817,39.7089,FINALIST
267,ARENA-0215,RSI,1.0,14,30,Conservative,2.0,6.0,2.5927,3.7929,1.2063,1.9399,40.4762,42,1.4629,39.6713,FINALIST
268,ARENA-0895,EMA200+RelativeVolume,0.8,7,20,Balanced,3.0,8.0,1.1783,3.6814,1.2464,1.9392,39.3939,33,3.1242,39.6347,FINALIST
269,ARENA-0898,EMA200+RelativeVolume,0.8,7,30,Balanced,3.0,8.0,1.1783,3.6814,1.2464,1.9392,39.3939,33,3.1242,39.6347,FINALIST
270,ARENA-0021,Original,0.8,14,10,Trend,4.0,10.0,4.8442,5.9776,2.0452,1.7581,48.0,75,1.234,39.5808,FINALIST
271,ARENA-0582,SmoothedHeikenAshi,0.8,10,20,Trend,4.0,10.0,2.1018,3.8537,1.3474,1.8773,41.6667,36,1.8336,39.535,FINALIST
272,ARENA-0894,EMA200+RelativeVolume,0.8,7,10,Trend,4.0,10.0,0.7386,3.5209,1.2482,1.9516,39.3939,33,4.767,39.4095,FINALIST
273,ARENA-0896,EMA200+RelativeVolume,0.8,7,20,Conservative,2.0,6.0,1.4569,3.3396,1.1329,1.9708,39.3939,33,2.2922,39.4025,FINALIST
274,ARENA-0899,EMA200+RelativeVolume,0.8,7,30,Conservative,2.0,6.0,1.4569,3.3396,1.1329,1.9708,39.3939,33,2.2922,39.4025,FINALIST
275,ARENA-0904,EMA200+RelativeVolume,0.8,10,20,Balanced,3.0,8.0,0.1246,3.5804,1.1469,1.9093,39.3939,33,28.7283,39.3676,FINALIST
276,ARENA-0907,EMA200+RelativeVolume,0.8,10,30,Balanced,3.0,8.0,0.1246,3.5804,1.1469,1.9093,39.3939,33,28.7283,39.3676,FINALIST
277,ARENA-0589,SmoothedHeikenAshi,0.8,14,20,Balanced,3.0,8.0,1.4061,3.4437,1.2777,1.8662,45.9459,37,2.4492,39.1756,FINALIST
278,ARENA-0592,SmoothedHeikenAshi,0.8,14,30,Balanced,3.0,8.0,1.4061,3.4437,1.2777,1.8662,45.9459,37,2.4492,39.1756,FINALIST
279,ARENA-0600,SmoothedHeikenAshi,1.0,7,20,Trend,4.0,10.0,1.0488,3.5105,1.0724,1.845,41.9355,31,3.3471,39.098,FINALIST
280,ARENA-0608,SmoothedHeikenAshi,1.0,10,20,Conservative,2.0,6.0,1.6797,3.0433,1.0065,1.9465,41.9355,31,1.8118,39.0905,FINALIST
281,ARENA-0611,SmoothedHeikenAshi,1.0,10,30,Conservative,2.0,6.0,1.5227,3.0433,1.0065,1.9465,41.9355,31,1.9986,39.0905,FINALIST
282,ARENA-0591,SmoothedHeikenAshi,0.8,14,20,Trend,4.0,10.0,1.3963,3.5594,1.3474,1.8307,45.9459,37,2.5491,39.0013,FINALIST
283,ARENA-0590,SmoothedHeikenAshi,0.8,14,20,Conservative,2.0,6.0,1.3114,3.2349,1.265,1.8884,45.9459,37,2.4667,38.958,FINALIST
284,ARENA-0593,SmoothedHeikenAshi,0.8,14,30,Conservative,2.0,6.0,1.3114,3.2349,1.265,1.8884,45.9459,37,2.4667,38.958,FINALIST
285,ARENA-0102,EMA200,0.8,14,10,Trend,4.0,10.0,2.5423,4.9377,2.0452,1.633,45.8333,72,1.9423,38.9437,FINALIST
286,ARENA-0100,EMA200,0.8,14,10,Balanced,3.0,8.0,3.0033,4.6939,1.7034,1.6081,45.8333,72,1.5629,38.8553,FINALIST
287,ARENA-0893,EMA200+RelativeVolume,0.8,7,10,Conservative,2.0,6.0,1.752,3.1898,1.1329,1.9286,39.3939,33,1.8207,38.7657,FINALIST
288,ARENA-0221,RSI,1.2,7,20,Conservative,2.0,6.0,2.6339,3.488,1.005,2.0234,41.1765,34,1.3243,38.7651,FINALIST
289,ARENA-0181,RSI,0.8,14,10,Balanced,3.0,8.0,3.3974,4.389,1.3821,1.835,47.1698,53,1.2919,38.675,FINALIST
290,ARENA-0011,Original,0.8,10,10,Conservative,2.0,6.0,6.7131,6.0803,1.3114,1.8819,46.5753,73,0.9057,38.6358,FINALIST
291,ARENA-0199,RSI,1.0,10,10,Balanced,3.0,8.0,0.2244,3.7082,1.3537,1.802,41.4634,41,16.5216,38.61,FINALIST
292,ARENA-0580,SmoothedHeikenAshi,0.8,10,20,Balanced,3.0,8.0,2.1116,3.4311,1.2777,1.8424,41.6667,36,1.6249,38.5319,FINALIST
293,ARENA-0583,SmoothedHeikenAshi,0.8,10,30,Balanced,3.0,8.0,2.1116,3.4311,1.2777,1.8424,41.6667,36,1.6249,38.5319,FINALIST
294,ARENA-0429,RelativeVolume,0.8,14,20,Trend,4.0,10.0,0.712,3.3389,1.3225,1.8815,40.0,35,4.6894,38.4157,FINALIST
295,ARENA-0432,RelativeVolume,0.8,14,30,Trend,4.0,10.0,0.712,3.3389,1.3225,1.8815,40.0,35,4.6894,38.4157,FINALIST
296,ARENA-0739,EMA200+RSI,0.8,10,10,Balanced,3.0,8.0,2.848,4.0317,1.3821,1.7604,45.098,51,1.4156,38.3943,FINALIST
297,ARENA-0442,RelativeVolume,1.0,10,10,Balanced,3.0,8.0,0.2344,3.2651,1.0627,1.7869,43.75,32,13.931,38.3404,FINALIST
298,ARENA-0572,SmoothedHeikenAshi,0.8,7,20,Conservative,2.0,6.0,2.4908,3.3191,1.005,1.958,44.4444,36,1.3326,38.3133,FINALIST
299,ARENA-0575,SmoothedHeikenAshi,0.8,7,30,Conservative,2.0,6.0,2.4908,3.3191,1.005,1.958,44.4444,36,1.3326,38.3133,FINALIST
300,ARENA-0427,RelativeVolume,0.8,14,20,Balanced,3.0,8.0,0.8457,3.3175,1.1469,1.8308,40.0,35,3.9231,38.2747,FINALIST
301,ARENA-0430,RelativeVolume,0.8,14,30,Balanced,3.0,8.0,0.8457,3.3175,1.1469,1.8308,40.0,35,3.9231,38.2747,FINALIST
302,ARENA-0220,RSI,1.2,7,20,Balanced,3.0,8.0,1.1567,3.4456,1.3537,1.8265,41.1765,34,2.9787,38.2522,FINALIST
303,ARENA-0415,RelativeVolume,0.8,10,10,Balanced,3.0,8.0,1.8558,3.1831,1.1469,1.8084,42.8571,35,1.7152,38.1121,FINALIST
304,ARENA-0019,Original,0.8,14,10,Balanced,3.0,8.0,5.2907,5.7314,1.7034,1.7344,48.0,75,1.0833,37.9896,FINALIST
305,ARENA-0162,EMA200,1.2,14,30,Trend,4.0,10.0,-0.2837,8.0403,1.7417,2.5161,46.6667,45,0.0,37.828,FINALIST
306,ARENA-0093,EMA200,0.8,10,10,Trend,4.0,10.0,3.1059,4.5786,2.0452,1.5838,44.2857,70,1.4742,37.4187,FINALIST
307,ARENA-0416,RelativeVolume,0.8,10,10,Conservative,2.0,6.0,2.7151,3.3832,1.0987,1.973,42.8571,35,1.2461,37.3743,FINALIST
308,ARENA-0617,SmoothedHeikenAshi,1.0,14,20,Conservative,2.0,6.0,1.7834,2.7568,1.0788,1.8084,40.625,32,1.5458,37.1552,FINALIST
309,ARENA-0620,SmoothedHeikenAshi,1.0,14,30,Conservative,2.0,6.0,1.7834,2.7568,1.0788,1.8084,40.625,32,1.5458,37.1552,FINALIST
310,ARENA-0573,SmoothedHeikenAshi,0.8,7,20,Trend,4.0,10.0,2.2532,3.2071,1.3474,1.7821,44.4444,36,1.4234,36.9915,FINALIST
311,ARENA-0576,SmoothedHeikenAshi,0.8,7,30,Trend,4.0,10.0,2.2532,3.2071,1.3474,1.7821,44.4444,36,1.4234,36.9915,FINALIST
312,ARENA-0892,EMA200+RelativeVolume,0.8,7,10,Balanced,3.0,8.0,1.5201,3.0064,1.2464,1.7722,39.3939,33,1.9778,36.9484,FINALIST
313,ARENA-0160,EMA200,1.2,14,30,Balanced,3.0,8.0,-0.8095,7.4889,1.3821,2.4645,46.6667,45,0.0,36.942,FINALIST
314,ARENA-0126,EMA200,1.0,10,30,Trend,4.0,10.0,-0.6227,8.2445,1.4169,2.2773,45.614,57,0.0,36.7895,FINALIST
315,ARENA-0174,RSI,0.8,10,10,Trend,4.0,10.0,4.189,4.5514,1.6122,1.8901,45.098,51,1.0865,36.777,FINALIST
316,ARENA-0159,EMA200,1.2,14,20,Trend,4.0,10.0,-0.6693,7.7154,1.7417,2.4606,46.6667,45,0.0,36.7346,FINALIST
317,ARENA-0765,EMA200+RSI,1.0,7,30,Trend,4.0,10.0,-0.8068,6.8005,1.2684,2.6081,42.8571,42,0.0,36.5316,FINALIST
318,ARENA-0117,EMA200,1.0,7,30,Trend,4.0,10.0,-0.8763,8.0412,1.1418,2.2469,43.1034,58,0.0,36.3693,FINALIST
319,ARENA-0173,RSI,0.8,10,10,Conservative,2.0,6.0,3.909,4.1361,1.1379,1.8725,45.098,51,1.0581,36.3515,FINALIST
320,ARENA-0602,SmoothedHeikenAshi,1.0,7,30,Conservative,2.0,6.0,2.1469,2.8293,1.0065,1.8828,41.9355,31,1.3178,36.3315,FINALIST
321,ARENA-0121,EMA200,1.0,10,20,Balanced,3.0,8.0,-0.2867,7.8836,1.1468,2.2363,45.614,57,0.0,36.2121,FINALIST
322,ARENA-0124,EMA200,1.0,10,30,Balanced,3.0,8.0,-0.5655,7.8836,1.1468,2.2363,45.614,57,0.0,36.2121,FINALIST
323,ARENA-0903,EMA200+RelativeVolume,0.8,10,10,Trend,4.0,10.0,0.3059,2.7108,1.1487,1.7326,39.3939,33,8.8604,36.2115,FINALIST
324,ARENA-0123,EMA200,1.0,10,20,Trend,4.0,10.0,-0.3441,8.0513,1.4169,2.2483,45.614,57,0.0,36.1708,FINALIST
325,ARENA-0605,SmoothedHeikenAshi,1.0,10,10,Conservative,2.0,6.0,1.1101,2.3796,1.0065,1.7442,41.9355,31,2.1435,36.1445,FINALIST
326,ARENA-0426,RelativeVolume,0.8,14,10,Trend,4.0,10.0,1.2559,2.68,1.1487,1.7131,40.0,35,2.1341,36.0546,FINALIST
327,ARENA-0135,EMA200,1.0,14,30,Trend,4.0,10.0,-1.6004,8.0194,1.4169,2.2178,46.5517,58,0.0,35.9566,FINALIST
328,ARENA-0905,EMA200+RelativeVolume,0.8,10,20,Conservative,2.0,6.0,0.5473,2.5268,1.0987,1.735,39.3939,33,4.6167,35.9507,FINALIST
329,ARENA-0908,EMA200+RelativeVolume,0.8,10,30,Conservative,2.0,6.0,0.5473,2.5268,1.0987,1.735,39.3939,33,4.6167,35.9507,FINALIST
330,ARENA-0452,RelativeVolume,1.0,14,10,Conservative,2.0,6.0,2.2397,2.8775,0.826,1.8127,41.9355,31,1.2848,35.853,FINALIST
331,ARENA-0762,EMA200+RSI,1.0,7,20,Trend,4.0,10.0,-0.5286,6.61,1.2684,2.564,42.8571,42,0.0,35.798,FINALIST
332,ARENA-0114,EMA200,1.0,7,20,Trend,4.0,10.0,-0.5984,7.8484,1.1418,2.2177,43.1034,58,0.0,35.7506,FINALIST
333,ARENA-0581,SmoothedHeikenAshi,0.8,10,20,Conservative,2.0,6.0,2.0442,2.8225,1.265,1.7576,41.6667,36,1.3807,35.466,FINALIST
334,ARENA-0584,SmoothedHeikenAshi,0.8,10,30,Conservative,2.0,6.0,2.0442,2.8225,1.265,1.7576,41.6667,36,1.3807,35.466,FINALIST
335,ARENA-0599,SmoothedHeikenAshi,1.0,7,20,Conservative,2.0,6.0,2.3048,2.8293,1.0065,1.8828,41.9355,31,1.2275,35.4285,FINALIST
336,ARENA-0012,Original,0.8,10,10,Trend,4.0,10.0,5.9643,5.6149,2.0452,1.708,46.5753,73,0.9414,35.3867,FINALIST
337,ARENA-0132,EMA200,1.0,14,20,Trend,4.0,10.0,-2.1007,7.8266,1.4169,2.1894,46.5517,58,0.0,35.3437,FINALIST
338,ARENA-0151,EMA200,1.2,10,30,Balanced,3.0,8.0,-0.1961,7.1159,1.3821,2.368,45.6522,46,0.0,35.322,FINALIST
339,ARENA-0902,EMA200+RelativeVolume,0.8,10,10,Conservative,2.0,6.0,0.8397,2.3783,1.0987,1.6932,39.3939,33,2.8323,35.3188,FINALIST
340,ARENA-0428,RelativeVolume,0.8,14,20,Conservative,2.0,6.0,1.7162,2.4922,1.0987,1.7128,40.0,35,1.4522,35.286,FINALIST
341,ARENA-0431,RelativeVolume,0.8,14,30,Conservative,2.0,6.0,1.7162,2.4922,1.0987,1.7128,40.0,35,1.4522,35.286,FINALIST
342,ARENA-0130,EMA200,1.0,14,20,Balanced,3.0,8.0,-2.0858,7.6592,1.219,2.177,46.5517,58,0.0,35.2564,FINALIST
343,ARENA-0133,EMA200,1.0,14,30,Balanced,3.0,8.0,-1.7171,7.6592,1.219,2.177,46.5517,58,0.0,35.2564,FINALIST
344,ARENA-0614,SmoothedHeikenAshi,1.0,14,10,Conservative,2.0,6.0,1.3107,2.3056,1.0788,1.6782,40.625,32,1.759,35.211,FINALIST
345,ARENA-0112,EMA200,1.0,7,20,Balanced,3.0,8.0,-0.5411,7.6527,1.1468,2.1957,43.1034,58,0.0,35.1743,FINALIST
346,ARENA-0115,EMA200,1.0,7,30,Balanced,3.0,8.0,-0.8193,7.6527,1.1468,2.1957,43.1034,58,0.0,35.1743,FINALIST
347,ARENA-0091,EMA200,0.8,10,10,Balanced,3.0,8.0,3.5695,4.3356,1.7034,1.5588,44.2857,70,1.2146,34.7353,FINALIST
348,ARENA-0157,EMA200,1.2,14,20,Balanced,3.0,8.0,-1.0606,6.73,1.3821,2.3227,46.6667,45,0.0,34.2898,FINALIST
349,ARENA-0010,Original,0.8,10,10,Balanced,3.0,8.0,6.4156,5.3695,1.7034,1.6841,46.5753,73,0.8369,34.258,FINALIST
350,ARENA-0172,RSI,0.8,10,10,Balanced,3.0,8.0,4.1607,4.0317,1.3821,1.7604,45.098,51,0.969,33.9281,FINALIST
